"","Date","30 yr fixed-rate"
"2078","2010-12-23","4.8099999999999996"
"2079","2010-12-30","4.8600000000000003"
"2080","2011-01-06","4.7699999999999996"
"2081","2011-01-13","4.71"
"2082","2011-01-20","4.74"
"2083","2011-01-27","4.8"
"2084","2011-02-03","4.8099999999999996"
"2085","2011-02-10","5.05"
"2086","2011-02-17","5"
"2087","2011-02-24","4.95"
"2088","2011-03-03","4.87"
"2089","2011-03-10","4.88"
"2090","2011-03-17","4.76"
"2091","2011-03-24","4.8099999999999996"
"2092","2011-03-31","4.8600000000000003"
"2093","2011-04-07","4.87"
"2094","2011-04-14","4.91"
"2095","2011-04-21","4.8"
"2096","2011-04-28","4.78"
"2097","2011-05-05","4.71"
"2098","2011-05-12","4.63"
"2099","2011-05-19","4.6100000000000003"
"2100","2011-05-26","4.5999999999999996"
"2101","2011-06-02","4.55"
"2102","2011-06-09","4.49"
"2103","2011-06-16","4.5"
"2104","2011-06-23","4.5"
"2105","2011-06-30","4.51"
"2106","2011-07-07","4.5999999999999996"
"2107","2011-07-14","4.51"
"2108","2011-07-21","4.5199999999999996"
"2109","2011-07-28","4.55"
"2110","2011-08-04","4.3899999999999997"
"2111","2011-08-11","4.32"
"2112","2011-08-18","4.1500000000000004"
"2113","2011-08-25","4.22"
"2114","2011-09-01","4.22"
"2115","2011-09-08","4.12"
"2116","2011-09-15","4.09"
"2117","2011-09-22","4.09"
"2118","2011-09-29","4.01"
"2119","2011-10-06","3.94"
"2120","2011-10-13","4.12"
"2121","2011-10-20","4.1100000000000003"
"2122","2011-10-27","4.0999999999999996"
"2123","2011-11-03","4"
"2124","2011-11-10","3.99"
"2125","2011-11-17","4"
"2126","2011-11-23","3.98"
"2127","2011-12-01","4"
"2128","2011-12-08","3.99"
"2129","2011-12-15","3.94"
"2130","2011-12-22","3.91"
"2131","2011-12-29","3.95"
"2132","2012-01-05","3.91"
"2133","2012-01-12","3.89"
"2134","2012-01-19","3.88"
"2135","2012-01-26","3.98"
"2136","2012-02-02","3.87"
"2137","2012-02-09","3.87"
"2138","2012-02-16","3.87"
"2139","2012-02-23","3.95"
"2140","2012-03-01","3.9"
"2141","2012-03-08","3.88"
"2142","2012-03-15","3.92"
"2143","2012-03-22","4.08"
"2144","2012-03-29","3.99"
"2145","2012-04-05","3.98"
"2146","2012-04-12","3.88"
"2147","2012-04-19","3.9"
"2148","2012-04-26","3.88"
"2149","2012-05-03","3.84"
"2150","2012-05-10","3.83"
"2151","2012-05-17","3.79"
"2152","2012-05-24","3.78"
"2153","2012-05-31","3.75"
"2154","2012-06-07","3.67"
"2155","2012-06-14","3.71"
"2156","2012-06-21","3.66"
"2157","2012-06-28","3.66"
"2158","2012-07-05","3.62"
"2159","2012-07-12","3.56"
"2160","2012-07-19","3.53"
"2161","2012-07-26","3.49"
"2162","2012-08-02","3.55"
"2163","2012-08-09","3.59"
"2164","2012-08-16","3.62"
"2165","2012-08-23","3.66"
"2166","2012-08-30","3.59"
"2167","2012-09-06","3.55"
"2168","2012-09-13","3.55"
"2169","2012-09-20","3.49"
"2170","2012-09-27","3.4"
"2171","2012-10-04","3.36"
"2172","2012-10-11","3.39"
"2173","2012-10-18","3.37"
"2174","2012-10-25","3.41"
"2175","2012-11-01","3.39"
"2176","2012-11-08","3.4"
"2177","2012-11-15","3.34"
"2178","2012-11-21","3.31"
"2179","2012-11-29","3.32"
"2180","2012-12-06","3.34"
"2181","2012-12-13","3.32"
"2182","2012-12-20","3.37"
"2183","2012-12-27","3.35"
"2184","2013-01-03","3.34"
"2185","2013-01-10","3.4"
"2186","2013-01-17","3.38"
"2187","2013-01-24","3.42"
"2188","2013-01-31","3.53"
"2189","2013-02-07","3.53"
"2190","2013-02-14","3.53"
"2191","2013-02-21","3.56"
"2192","2013-02-28","3.51"
"2193","2013-03-07","3.52"
"2194","2013-03-14","3.63"
"2195","2013-03-21","3.54"
"2196","2013-03-28","3.57"
"2197","2013-04-04","3.54"
"2198","2013-04-11","3.43"
"2199","2013-04-18","3.41"
"2200","2013-04-25","3.4"
"2201","2013-05-02","3.35"
"2202","2013-05-09","3.42"
"2203","2013-05-16","3.51"
"2204","2013-05-23","3.59"
"2205","2013-05-30","3.81"
"2206","2013-06-06","3.91"
"2207","2013-06-13","3.98"
"2208","2013-06-20","3.93"
"2209","2013-06-27","4.46"
"2210","2013-07-03","4.29"
"2211","2013-07-11","4.51"
"2212","2013-07-18","4.37"
"2213","2013-07-25","4.3099999999999996"
"2214","2013-08-01","4.3899999999999997"
"2215","2013-08-08","4.4000000000000004"
"2216","2013-08-15","4.4000000000000004"
"2217","2013-08-22","4.58"
"2218","2013-08-29","4.51"
"2219","2013-09-05","4.57"
"2220","2013-09-12","4.57"
"2221","2013-09-19","4.5"
"2222","2013-09-26","4.32"
"2223","2013-10-03","4.22"
"2224","2013-10-10","4.2300000000000004"
"2225","2013-10-17","4.28"
"2226","2013-10-24","4.13"
"2227","2013-10-31","4.0999999999999996"
"2228","2013-11-07","4.16"
"2229","2013-11-14","4.3499999999999996"
"2230","2013-11-21","4.22"
"2231","2013-11-27","4.29"
"2232","2013-12-05","4.46"
"2233","2013-12-12","4.42"
"2234","2013-12-19","4.47"
"2235","2013-12-26","4.4800000000000004"
"2236","2014-01-02","4.53"
"2237","2014-01-09","4.51"
"2238","2014-01-16","4.41"
"2239","2014-01-23","4.3899999999999997"
"2240","2014-01-30","4.32"
"2241","2014-02-06","4.2300000000000004"
"2242","2014-02-13","4.28"
"2243","2014-02-20","4.33"
"2244","2014-02-27","4.37"
"2245","2014-03-06","4.28"
"2246","2014-03-13","4.37"
"2247","2014-03-20","4.32"
"2248","2014-03-27","4.4000000000000004"
"2249","2014-04-03","4.41"
"2250","2014-04-10","4.34"
"2251","2014-04-17","4.2699999999999996"
"2252","2014-04-24","4.33"
"2253","2014-05-01","4.29"
"2254","2014-05-08","4.21"
"2255","2014-05-15","4.2"
"2256","2014-05-22","4.1399999999999997"
"2257","2014-05-29","4.12"
"2258","2014-06-05","4.1399999999999997"
"2259","2014-06-12","4.2"
"2260","2014-06-19","4.17"
"2261","2014-06-26","4.1399999999999997"
"2262","2014-07-03","4.12"
"2263","2014-07-10","4.1500000000000004"
"2264","2014-07-17","4.13"
"2265","2014-07-24","4.13"
"2266","2014-07-31","4.12"
"2267","2014-08-07","4.1399999999999997"
"2268","2014-08-14","4.12"
"2269","2014-08-21","4.0999999999999996"
"2270","2014-08-28","4.0999999999999996"
"2271","2014-09-04","4.0999999999999996"
"2272","2014-09-11","4.12"
"2273","2014-09-18","4.2300000000000004"
"2274","2014-09-25","4.2"
"2275","2014-10-02","4.1900000000000004"
"2276","2014-10-09","4.12"
"2277","2014-10-16","3.97"
"2278","2014-10-23","3.92"
"2279","2014-10-30","3.98"
"2280","2014-11-06","4.0199999999999996"
"2281","2014-11-13","4.01"
"2282","2014-11-20","3.99"
"2283","2014-11-26","3.97"
"2284","2014-12-04","3.89"
"2285","2014-12-11","3.93"
"2286","2014-12-18","3.8"
"2287","2014-12-24","3.83"
"2288","2014-12-31","3.87"
"2289","2015-01-08","3.73"
"2290","2015-01-15","3.66"
"2291","2015-01-22","3.63"
"2292","2015-01-29","3.66"
"2293","2015-02-05","3.59"
"2294","2015-02-12","3.69"
"2295","2015-02-19","3.76"
"2296","2015-02-26","3.8"
"2297","2015-03-05","3.75"
"2298","2015-03-12","3.86"
"2299","2015-03-19","3.78"
"2300","2015-03-26","3.69"
"2301","2015-04-02","3.7"
"2302","2015-04-09","3.66"
"2303","2015-04-16","3.67"
"2304","2015-04-23","3.65"
"2305","2015-04-30","3.68"
"2306","2015-05-07","3.8"
"2307","2015-05-14","3.85"
"2308","2015-05-21","3.84"
"2309","2015-05-28","3.87"
"2310","2015-06-04","3.87"
"2311","2015-06-11","4.04"
"2312","2015-06-18","4"
"2313","2015-06-25","4.0199999999999996"
"2314","2015-07-02","4.08"
"2315","2015-07-09","4.04"
"2316","2015-07-16","4.09"
"2317","2015-07-23","4.04"
"2318","2015-07-30","3.98"
"2319","2015-08-06","3.91"
"2320","2015-08-13","3.94"
"2321","2015-08-20","3.93"
"2322","2015-08-27","3.84"
"2323","2015-09-03","3.89"
"2324","2015-09-10","3.9"
"2325","2015-09-17","3.91"
"2326","2015-09-24","3.86"
"2327","2015-10-01","3.85"
"2328","2015-10-08","3.76"
"2329","2015-10-15","3.82"
"2330","2015-10-22","3.79"
"2331","2015-10-29","3.76"
"2332","2015-11-05","3.87"
"2333","2015-11-12","3.98"
"2334","2015-11-19","3.97"
"2335","2015-11-25","3.95"
"2336","2015-12-03","3.93"
"2337","2015-12-10","3.95"
"2338","2015-12-17","3.97"
"2339","2015-12-24","3.96"
"2340","2015-12-31","4.01"
"2341","2016-01-07","3.97"
"2342","2016-01-14","3.92"
"2343","2016-01-21","3.81"
"2344","2016-01-28","3.79"
"2345","2016-02-04","3.72"
"2346","2016-02-11","3.65"
"2347","2016-02-18","3.65"
"2348","2016-02-25","3.62"
"2349","2016-03-03","3.64"
"2350","2016-03-10","3.68"
"2351","2016-03-17","3.73"
"2352","2016-03-24","3.71"
"2353","2016-03-31","3.71"
"2354","2016-04-07","3.59"
"2355","2016-04-14","3.58"
"2356","2016-04-21","3.59"
"2357","2016-04-28","3.66"
"2358","2016-05-05","3.61"
"2359","2016-05-12","3.57"
"2360","2016-05-19","3.58"
"2361","2016-05-26","3.64"
"2362","2016-06-02","3.66"
"2363","2016-06-09","3.6"
"2364","2016-06-16","3.54"
"2365","2016-06-23","3.56"
"2366","2016-06-30","3.48"
"2367","2016-07-07","3.41"
"2368","2016-07-14","3.42"
"2369","2016-07-21","3.45"
"2370","2016-07-28","3.48"
"2371","2016-08-04","3.43"
"2372","2016-08-11","3.45"
"2373","2016-08-18","3.43"
"2374","2016-08-25","3.43"
"2375","2016-09-01","3.46"
"2376","2016-09-08","3.44"
"2377","2016-09-15","3.5"
"2378","2016-09-22","3.48"
"2379","2016-09-29","3.42"
"2380","2016-10-06","3.42"
"2381","2016-10-13","3.47"
"2382","2016-10-20","3.52"
"2383","2016-10-27","3.47"
"2384","2016-11-03","3.54"
"2385","2016-11-10","3.57"
"2386","2016-11-17","3.94"
"2387","2016-11-23","4.03"
"2388","2016-12-01","4.08"
"2389","2016-12-08","4.13"
"2390","2016-12-15","4.16"
"2391","2016-12-22","4.3"
"2392","2016-12-29","4.32"
"2393","2017-01-05","4.2"
"2394","2017-01-12","4.12"
"2395","2017-01-19","4.09"
"2396","2017-01-26","4.1900000000000004"
"2397","2017-02-02","4.1900000000000004"
"2398","2017-02-09","4.17"
"2399","2017-02-16","4.1500000000000004"
"2400","2017-02-23","4.16"
"2401","2017-03-02","4.0999999999999996"
"2402","2017-03-09","4.21"
"2403","2017-03-16","4.3"
"2404","2017-03-23","4.2300000000000004"
"2405","2017-03-30","4.1399999999999997"
"2406","2017-04-06","4.0999999999999996"
"2407","2017-04-13","4.08"
"2408","2017-04-20","3.97"
"2409","2017-04-27","4.03"
"2410","2017-05-04","4.0199999999999996"
"2411","2017-05-11","4.05"
"2412","2017-05-18","4.0199999999999996"
"2413","2017-05-25","3.95"
"2414","2017-06-01","3.94"
"2415","2017-06-08","3.89"
"2416","2017-06-15","3.91"
"2417","2017-06-22","3.9"
"2418","2017-06-29","3.88"
"2419","2017-07-06","3.96"
"2420","2017-07-13","4.03"
"2421","2017-07-20","3.96"
"2422","2017-07-27","3.92"
"2423","2017-08-03","3.93"
"2424","2017-08-10","3.9"
"2425","2017-08-17","3.89"
"2426","2017-08-24","3.86"
"2427","2017-08-31","3.82"
"2428","2017-09-07","3.78"
"2429","2017-09-14","3.78"
"2430","2017-09-21","3.83"
"2431","2017-09-28","3.83"
"2432","2017-10-05","3.85"
"2433","2017-10-12","3.91"
"2434","2017-10-19","3.88"
"2435","2017-10-26","3.94"
"2436","2017-11-02","3.94"
"2437","2017-11-09","3.9"
"2438","2017-11-16","3.95"
"2439","2017-11-22","3.92"
"2440","2017-11-30","3.9"
"2441","2017-12-07","3.94"
"2442","2017-12-14","3.93"
"2443","2017-12-21","3.94"
"2444","2017-12-28","3.99"
"2445","2018-01-04","3.95"
"2446","2018-01-11","3.99"
"2447","2018-01-18","4.04"
"2448","2018-01-25","4.1500000000000004"
"2449","2018-02-01","4.22"
"2450","2018-02-08","4.32"
"2451","2018-02-15","4.38"
"2452","2018-02-22","4.4000000000000004"
"2453","2018-03-01","4.43"
"2454","2018-03-08","4.46"
"2455","2018-03-15","4.4400000000000004"
"2456","2018-03-22","4.45"
"2457","2018-03-29","4.4400000000000004"
"2458","2018-04-05","4.4000000000000004"
"2459","2018-04-12","4.42"
"2460","2018-04-19","4.47"
"2461","2018-04-26","4.58"
"2462","2018-05-03","4.55"
"2463","2018-05-10","4.55"
"2464","2018-05-17","4.6100000000000003"
"2465","2018-05-24","4.66"
"2466","2018-05-31","4.5599999999999996"
"2467","2018-06-07","4.54"
"2468","2018-06-14","4.62"
"2469","2018-06-21","4.57"
"2470","2018-06-28","4.55"
"2471","2018-07-05","4.5199999999999996"
"2472","2018-07-12","4.53"
"2473","2018-07-19","4.5199999999999996"
"2474","2018-07-26","4.54"
"2475","2018-08-02","4.5999999999999996"
"2476","2018-08-09","4.59"
"2477","2018-08-16","4.53"
"2478","2018-08-23","4.51"
"2479","2018-08-30","4.5199999999999996"
"2480","2018-09-06","4.54"
"2481","2018-09-13","4.5999999999999996"
"2482","2018-09-20","4.6500000000000004"
"2483","2018-09-27","4.72"
"2484","2018-10-04","4.71"
"2485","2018-10-11","4.9000000000000004"
"2486","2018-10-18","4.8499999999999996"
"2487","2018-10-25","4.8600000000000003"
"2488","2018-11-01","4.83"
"2489","2018-11-08","4.9400000000000004"
"2490","2018-11-15","4.9400000000000004"
"2491","2018-11-21","4.8099999999999996"
"2492","2018-11-29","4.8099999999999996"
"2493","2018-12-06","4.75"
"2494","2018-12-13","4.63"
"2495","2018-12-20","4.62"
"2496","2018-12-27","4.55"
"2497","2019-01-03","4.51"
"2498","2019-01-10","4.45"
"2499","2019-01-17","4.45"
"2500","2019-01-24","4.45"
"2501","2019-01-31","4.46"
"2502","2019-02-07","4.41"
"2503","2019-02-14","4.37"
"2504","2019-02-21","4.3499999999999996"
"2505","2019-02-28","4.3499999999999996"
"2506","2019-03-07","4.41"
"2507","2019-03-14","4.3099999999999996"
"2508","2019-03-21","4.28"
"2509","2019-03-28","4.0599999999999996"
"2510","2019-04-04","4.08"
"2511","2019-04-11","4.12"
"2512","2019-04-18","4.17"
"2513","2019-04-25","4.2"
"2514","2019-05-02","4.1399999999999997"
"2515","2019-05-09","4.0999999999999996"
"2516","2019-05-16","4.07"
"2517","2019-05-23","4.0599999999999996"
"2518","2019-05-30","3.99"
"2519","2019-06-06","3.82"
"2520","2019-06-13","3.82"
"2521","2019-06-20","3.84"
"2522","2019-06-27","3.73"
"2523","2019-07-03","3.75"
"2524","2019-07-11","3.75"
"2525","2019-07-18","3.81"
"2526","2019-07-25","3.75"
"2527","2019-08-01","3.75"
"2528","2019-08-08","3.6"
"2529","2019-08-15","3.6"
"2530","2019-08-22","3.55"
"2531","2019-08-29","3.58"
"2532","2019-09-05","3.49"
"2533","2019-09-12","3.56"
"2534","2019-09-19","3.73"
"2535","2019-09-26","3.64"
"2536","2019-10-03","3.65"
"2537","2019-10-10","3.57"
"2538","2019-10-17","3.69"
"2539","2019-10-24","3.75"
"2540","2019-10-31","3.78"
"2541","2019-11-07","3.69"
"2542","2019-11-14","3.75"
"2543","2019-11-21","3.66"
"2544","2019-11-27","3.68"
"2545","2019-12-05","3.68"
"2546","2019-12-12","3.73"
"2547","2019-12-19","3.73"
"2548","2019-12-26","3.74"
"2549","2020-01-02","3.72"
"2550","2020-01-09","3.64"
"2551","2020-01-16","3.65"
"2552","2020-01-23","3.6"
"2553","2020-01-30","3.51"
"2554","2020-02-06","3.45"
"2555","2020-02-13","3.47"
"2556","2020-02-20","3.49"
"2557","2020-02-27","3.45"
"2558","2020-03-05","3.29"
"2559","2020-03-12","3.36"
"2560","2020-03-19","3.65"
"2561","2020-03-26","3.5"
"2562","2020-04-02","3.33"
"2563","2020-04-09","3.33"
"2564","2020-04-16","3.31"
"2565","2020-04-23","3.33"
"2566","2020-04-30","3.23"
"2567","2020-05-07","3.26"
"2568","2020-05-14","3.28"
"2569","2020-05-21","3.24"
"2570","2020-05-28","3.15"
"2571","2020-06-04","3.18"
"2572","2020-06-11","3.21"
"2573","2020-06-18","3.13"
"2574","2020-06-25","3.13"
"2575","2020-07-02","3.07"
"2576","2020-07-09","3.03"
"2577","2020-07-16","2.98"
"2578","2020-07-23","3.01"
"2579","2020-07-30","2.99"
"2580","2020-08-06","2.88"
"2581","2020-08-13","2.96"
"2582","2020-08-20","2.99"
"2583","2020-08-27","2.91"
"2584","2020-09-03","2.93"
"2585","2020-09-10","2.86"
"2586","2020-09-17","2.87"
"2587","2020-09-24","2.9"
"2588","2020-10-01","2.88"
"2589","2020-10-08","2.87"
"2590","2020-10-15","2.81"
"2591","2020-10-22","2.8"
"2592","2020-10-29","2.81"
"2593","2020-11-05","2.78"
"2594","2020-11-12","2.84"
"2595","2020-11-19","2.72"
"2596","2020-11-25","2.72"
"2597","2020-12-03","2.71"
"2598","2020-12-10","2.71"
"2599","2020-12-17","2.67"
"2600","2020-12-24","2.66"
"2601","2020-12-31","2.67"
"2602","2021-01-07","2.65"
"2603","2021-01-14","2.79"
"2604","2021-01-21","2.77"
"2605","2021-01-28","2.73"
"2606","2021-02-04","2.73"
"2607","2021-02-11","2.73"
"2608","2021-02-18","2.81"
"2609","2021-02-25","2.97"
"2610","2021-03-04","3.02"
"2611","2021-03-11","3.05"
"2612","2021-03-18","3.09"
"2613","2021-03-25","3.17"
"2614","2021-04-01","3.18"
"2615","2021-04-08","3.13"
"2616","2021-04-15","3.04"
"2617","2021-04-22","2.97"
"2618","2021-04-29","2.98"
"2619","2021-05-06","2.96"
"2620","2021-05-13","2.94"
"2621","2021-05-20","3"
"2622","2021-05-27","2.95"
"2623","2021-06-03","2.99"
"2624","2021-06-10","2.96"
"2625","2021-06-17","2.93"
"2626","2021-06-24","3.02"
"2627","2021-07-01","2.98"
"2628","2021-07-08","2.9"
"2629","2021-07-15","2.88"
"2630","2021-07-22","2.78"
"2631","2021-07-29","2.8"
"2632","2021-08-05","2.77"
"2633","2021-08-12","2.87"
"2634","2021-08-19","2.86"
"2635","2021-08-26","2.87"
"2636","2021-09-02","2.87"
"2637","2021-09-09","2.88"
"2638","2021-09-16","2.86"
"2639","2021-09-23","2.88"
"2640","2021-09-30","3.01"
"2641","2021-10-07","2.99"
"2642","2021-10-14","3.05"
"2643","2021-10-21","3.09"
"2644","2021-10-28","3.14"
"2645","2021-11-04","3.09"
"2646","2021-11-10","2.98"
"2647","2021-11-18","3.1"
"2648","2021-11-24","3.1"
"2649","2021-12-02","3.11"
"2650","2021-12-09","3.1"
"2651","2021-12-16","3.12"
"2652","2021-12-23","3.05"
"2653","2021-12-30","3.11"
"2654","2022-01-06","3.22"
"2655","2022-01-13","3.45"
"2656","2022-01-20","3.56"
"2657","2022-01-27","3.55"
"2658","2022-02-03","3.55"
"2659","2022-02-10","3.69"
"2660","2022-02-17","3.92"
"2661","2022-02-24","3.89"
"2662","2022-03-03","3.76"
"2663","2022-03-10","3.85"
"2664","2022-03-17","4.16"
"2665","2022-03-24","4.42"
"2666","2022-03-31","4.67"
"2667","2022-04-07","4.72"
"2668","2022-04-14","5"
"2669","2022-04-21","5.1100000000000003"
"2670","2022-04-28","5.0999999999999996"
"2671","2022-05-05","5.27"
"2672","2022-05-12","5.3"
"2673","2022-05-19","5.25"
"2674","2022-05-26","5.0999999999999996"
"2675","2022-06-02","5.09"
"2676","2022-06-09","5.23"
"2677","2022-06-16","5.78"
"2678","2022-06-23","5.81"
"2679","2022-06-30","5.7"
"2680","2022-07-07","5.3"
"2681","2022-07-14","5.51"
"2682","2022-07-21","5.54"
"2683","2022-07-28","5.3"
"2684","2022-08-04","4.99"
"2685","2022-08-11","5.22"
"2686","2022-08-18","5.13"
"2687","2022-08-25","5.55"
"2688","2022-09-01","5.66"
"2689","2022-09-08","5.89"
"2690","2022-09-15","6.02"
"2691","2022-09-22","6.29"
"2692","2022-09-29","6.7"
"2693","2022-10-06","6.66"
"2694","2022-10-13","6.92"
"2695","2022-10-20","6.94"
"2696","2022-10-27","7.08"
"2697","2022-11-03","6.95"
"2698","2022-11-10","7.08"
"2699","2022-11-17","6.61"
"2700","2022-11-23","6.58"
"2701","2022-12-01","6.49"
"2702","2022-12-08","6.33"
"2703","2022-12-15","6.31"
"2704","2022-12-22","6.27"
"2705","2022-12-29","6.42"
"2706","2023-01-05","6.48"
"2707","2023-01-12","6.33"
"2708","2023-01-19","6.15"
"2709","2023-01-26","6.13"
"2710","2023-02-02","6.09"
"2711","2023-02-09","6.12"
"2712","2023-02-16","6.32"
"2713","2023-02-23","6.5"
"2714","2023-03-02","6.65"
"2715","2023-03-09","6.73"
"2716","2023-03-16","6.6"
"2717","2023-03-23","6.42"
"2718","2023-03-30","6.32"
"2719","2023-04-06","6.28"
"2720","2023-04-13","6.27"
"2721","2023-04-20","6.39"
"2722","2023-04-27","6.43"
"2723","2023-05-04","6.39"
"2724","2023-05-11","6.35"
"2725","2023-05-18","6.39"
"2726","2023-05-25","6.57"
"2727","2023-06-01","6.79"
"2728","2023-06-08","6.71"
"2729","2023-06-15","6.69"
"2730","2023-06-22","6.67"
"2731","2023-06-29","6.71"
"2732","2023-07-06","6.81"
"2733","2023-07-13","6.96"
"2734","2023-07-20","6.78"
"2735","2023-07-27","6.81"
"2736","2023-08-03","6.9"
"2737","2023-08-10","6.96"
"2738","2023-08-17","7.09"
"2739","2023-08-24","7.23"
"2740","2023-08-31","7.18"
"2741","2023-09-07","7.12"
"2742","2023-09-14","7.18"
"2743","2023-09-21","7.19"
"2744","2023-09-28","7.31"
"2745","2023-10-05","7.49"
"2746","2023-10-12","7.57"
"2747","2023-10-19","7.63"
"2748","2023-10-26","7.79"
"2749","2023-11-02","7.76"
"2750","2023-11-09","7.5"
"2751","2023-11-16","7.44"
"2752","2023-11-22","7.29"
"2753","Although Freddie Mac attempts to provide reliable, useful information in this document Freddie Mac does not guarantee that the information is accurate, current or suitable for any particular purpose. Estimates contained in this document are those of Freddie Mac currently and are subject to change without notice. 
Information from this document may be used with proper attribution. Alteration of this document is strictly prohibited. 2022 by Freddie Mac.",NA
